 "i" , "p" , "o" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lcms2-2.6-3ubuntu2.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sgml-base-1.26%2Bnmu4ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sound-theme-freedesktop-0.8-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-proxy-ssl-5.7-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xorg-1%3A7.7%2B13ubuntu3.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libcap2-1%3A2.24-12" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/debianutils-4.7" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pycurl-7.43.0-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/dbus-glib-0.106-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gram-client-13.12-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libedit-3.1-20150325-1ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxfixes-1%3A5.0.1-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/hicolor-icon-theme-0.15-0ubuntu1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libsemanage-2.3-1build3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/mime-support-3.59ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxi-2%3A1.7.6-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libvorbis-1.3.5-3ubuntu0.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/dbus-python-1.2.0-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxpm-1%3A3.5.11-1ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/tiff-4.0.6-1ubuntu0.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/hostname-3.16ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lvm2-2.02.133-1ubuntu10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/mawk-1.3.3-17ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libgpg-error-1.21-2ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxdmcp-1%3A1.1.2-1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/fontconfig-2.11.94-0ubuntu1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/readline6-6.3-8ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/openssl-1.0.2g-1ubuntu4.13" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libtasn1-6-4.7-3ubuntu0.16.04.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libice-2%3A1.0.9-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gtk%2B2.0-2.24.30-1ubuntu1.16.04.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxrender-1%3A0.9.9-0ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/insserv-1.14.0-5ubuntu3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/llvm-toolchain-6.0-1%3A6.0-1ubuntu2~16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/popt-1.16-10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pixman-0.33.6-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/cairo-1.14.6-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/coreutils-8.25-2ubuntu3~16.04" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/dh-python-2.20151103ubuntu1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libasyncns-0.8-5build1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gzip-1.6-4ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/grep-2.25-1~16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-cryptography-1.2.3-1ubuntu0.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libdrm-2.4.91-2~16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-openssl-module-4.6-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libcanberra-0.30-2.1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/x11proto-kb-1.0.7-0ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-callback-5.8-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libvirt-1.3.1-1ubuntu10.24" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gnupg-1.4.20-1ubuntu3.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/mesa-18.0.5-0ubuntu0~16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libbonobo-2.32.1-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gssapi-gsi-11.26-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/mpdecimal-2.4.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/iso-codes-3.65-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gnutls28-3.4.10-4ubuntu1.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xml-core-0.13%2Bnmu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/apparmor-2.10.95-0ubuntu2.10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/graphite2-1.3.10-0ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxml2-2.9.3%2Bdfsg1-1ubuntu0.6" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/supervisor-3.2.0-2ubuntu0.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/adduser-3.113%2Bnmu3ubuntu4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/findutils-4.6.0%2Bgit%2B20160126-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/zlib-1%3A1.2.8.dfsg-2ubuntu4.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python3.5-3.5.2-2ubuntu0~16.04.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/openjdk-7-7u95-2.6.4-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/apt-1.2.27" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python3-defaults-3.5.1-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/base-passwd-3.5.39" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/orbit2-1%3A2.14.19-1build1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-rsl-10.10-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/mysql-5.7-5.7.24-0ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gdk-pixbuf-2.32.2-1ubuntu1.5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libsndfile-1.0.25-10ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-defaults-2.7.12-1~16.04" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sed-4.2.2-7" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/bash-4.3-14ubuntu1.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gnome-vfs-1%3A2.24.4-6.1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/nss-2%3A3.28.4-0ubuntu0.16.04.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sensible-utils-0.0.9ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/openldap-2.4.42%2Bdfsg-2ubuntu3.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxcursor-1%3A1.1.14-1ubuntu0.16.04.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libjpeg-turbo-1.4.2-0ubuntu3.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gss-assist-10.15-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/wget-1.17.1-1ubuntu1.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/avahi-0.6.32~rc%2Bdfsg-1ubuntu2.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/tdb-1.3.8-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/kmod-22-1ubuntu5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/tcp-wrappers-7.6.q-25" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxt-1%3A1.1.5-0ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/audit-1%3A2.4.5-1ubuntu2.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pulseaudio-1%3A8.0-0ubuntu3.10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/dockerpedia-pegasus_workflow_images_pegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xen-4.6.5-0ubuntu1.4" ,
